Date,ConsumerPriceIndex,Production: Southern: Palm Oil: Crude,Motor Vehicle Production: Passenger Car: 2001 to 2500 cc,Motor Vehicle Production: Passenger Car: Total,Motor Vehicle Production: Passenger Car: Less than 1500 cc,Motor Vehicle Production: Passenger Car: 1501 to 1800 cc,Motor Vehicle Production: Passenger Car: 1801 to 2000 cc,Motor Vehicle Production: Passenger Car: 2000 cc and Above,"Motor Vehicle Production: Total, excludes Motorcycle",Motor Vehicle Production: Truck: 10 Tons and Above,Motor Vehicle Production: Truck: 5 to 10 Tons,Motor Vehicle Production: Truck: Less Than 5 Tons,Motor Vehicle Production: Truck: Pick Up: Above 1 Ton,Motor Vehicle Production: Truck: Total,Govt Revenue: Gross: Customs Dept: Others,Govt Revenue: Gross: Excise Dept: Others Tax (OT),Govt Revenue: Gross: Excise Dept: OT: Perfume,Govt Revenue: Gross: Excise Dept: Miscellaneous,Govt Revenue: Gross: Customs Dept: Import Duties,Govt Revenue: Gross: Customs Dept: Export Duties,Govt Revenue: Gross: Total,Govt Revenue: Gross: Revenue Dept,Govt Revenue: Gross: Excise Dept,Govt Revenue: Gross: Customs Dept,Govt Revenue: Gross: Other Sections (OS),Govt Revenue: Gross: OS: Other Government Sections,Govt Revenue: Gross: OS: State Enterprises,Govt Revenue: Gross: Revenue Dept: Personal Income Tax,Govt Revenue: Gross: Revenue Dept: Corporate Income Tax,Govt Revenue: Gross: Revenue Dept: Value Added Tax,Govt Revenue: Gross: Revenue Dept: Specific Sale Tax,Govt Revenue: Gross: Revenue Dept: Stamp Duties,Govt Revenue: Gross: Revenue Dept: Others,Govt Revenue: Gross: Excise Dept: Tobacco Tax,Govt Revenue: Gross: Excise Dept: Petroleum & Pet Production Tax,Govt Revenue: Gross: Excise Dept: Beer Tax,Govt Revenue: Gross: Excise Dept: Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Non Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Automobile Tax,Govt Revenue: Net,Govt Revenue: Net Revenue after VAT Allocation for Local Admin Org,No of New Applicants: Male,No of New Applicants: Female,No of New Applicants: Bangkok,No of New Applicants: Other Regions,No of Job Vacancies: Female,No of Job Vacancies: Non-Specific,No of Job Vacancies: Bangkok,No of Job Vacancies: Other Regions,No of Job Vacancies: Male,No of Job Placement: Bangkok,No of Job Placement: Other Regions,No of Aliens Work Permit: Life Long Permit,No of Aliens Work Permit: Investment Promotion,No of Aliens Work Permit: Temporary,No of Aliens Work Permit: Illegal Immigrant,No of Aliens Work Permit: Bangkok: Investment Promotion,No of Aliens Work Permit: Bangkok: Temporary,No of Aliens Work Permit: Bangkok: Illegal Immigrant,No of Aliens Work Permit: Other Regions: Life Long Permit,No of Aliens Work Permit: Other Regions: Investment Promotion,No of Aliens Work Permit: Other Regions: Temporary,No of Aliens Work Permit: Other Regions: Illegal Immigrant,BOT: No of Registered Applicants,BOT: No of Job Vacancies,BOT: No of Job Placements,BOT: No of Overseas Thai Worker: Others,BOT: No of Overseas Thai Worker: Israel,BOT: No of Overseas Thai Worker: Japan,BOT: No of Overseas Thai Worker: Malaysia,BOT: No of Overseas Thai Worker: Singapore,BOT: No of Overseas Thai Worker: Taiwan,BOT: Inward Remittances,Motor Vehicle Sales: TMT: Passenger Car,Motor Vehicle Sales: TMT: Commercial Vehicle (CV),Motor Vehicle Sales: TMT: CV: One Ton Pickup,"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,CPI: HF: Shelter: House Rent,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,CPI: TC: Communication and Equipments,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food
01/2020,99.97,92436.70,1726.00,58906.00,44501.00,7676.00,3413.00,1726.00,156266.00,1397.00,204.00,618.00,24060.00,96806.00,436.65,145.37,36.95,104.32,8791.65,23.07,244354.37,147369.04,55014.64,9251.37,32719.32,25520.55,6762.11,42976.33,27666.47,70436.30,4892.83,1355.63,31.99,5752.81,23169.54,8726.06,6324.74,2153.87,8097.48,216621.14,207333.48,3384.00,4359.00,971.00,6772.00,1340.00,17549.00,3389.00,17705.00,2205.00,3816.00,14714.00,241.00,46926.00,122341.00,46400.00,33821.00,59922.00,5404.00,240.00,13105.00,62419.00,40996.00,7743.00,21094.00,18530.00,3717.00,213.00,961.00,877.00,388.00,2864.00,18772.00,30331.00,41357.00,33170.00,104,102,100,95,101,101,100,100,100,100,100,100,100,100,100,100,100,100,102,99,100,100,100,100,100,100
02/2020,100.13,127337.69,1316.00,58414.00,44461.00,7394.00,3042.00,1316.00,150604.00,1253.00,296.00,836.00,22409.00,91690.00,105.62,152.18,44.32,58.19,7115.71,9.73,216734.00,140179.85,45081.40,7232.06,24240.69,5510.16,17716.76,28375.53,31975.04,66447.55,4252.49,1158.13,31.15,5381.18,16865.61,6159.98,5225.31,2146.53,8563.24,181604.13,171951.27,4709.00,5742.00,1775.00,8676.00,1759.00,18757.00,4948.00,18018.00,2450.00,4462.00,16325.00,241.00,47153.00,123358.00,45482.00,33937.00,60028.00,5377.00,240.00,13216.00,63330.00,40105.00,10451.00,22966.00,20787.00,3293.00,627.00,756.00,1010.00,412.00,2389.00,17347.00,27356.00,40915.00,33245.00,104,102,100,97,102,102,100,100,100,100,100,100,100,100,100,100,100,99,102,98,100,100,100,100,100,101
03/2020,100.05,220805.86,1428.00,55032.00,41141.00,7000.00,2747.00,1428.00,146812.00,1411.00,446.00,423.00,22631.00,91196.00,85.02,137.90,35.97,51.73,7958.37,10.15,199744.14,125250.49,50925.71,8053.54,15514.39,10950.00,4307.38,29868.70,26487.63,62697.26,4810.33,1350.50,34.25,8421.91,17492.76,7691.91,5924.94,2126.81,8492.32,165208.26,155055.31,4975.00,6140.00,1728.00,9387.00,930.00,16517.00,3651.00,15124.00,1328.00,4711.00,18685.00,241.00,46711.00,121465.00,44800.00,33542.00,59571.00,5388.00,240.00,13619.00,61894.00,39412.00,11115.00,18775.00,23396.00,1942.00,58.00,475.00,790.00,132.00,1511.00,17787.00,20698.00,39407.00,30092.00,104,102,100,96,103,102,100,100,100,100,100,100,99,99,100,100,100,96,102,93,100,100,100,98,100,101
04/2020,99.19,253912.75,63.00,8635.00,5905.00,309.00,329.00,63.00,24711.00,433.00,96.00,46.00,4276.00,15972.00,249.87,112.96,96.37,37.40,7099.81,8.89,207560.99,91485.07,27097.89,7358.57,81619.46,37088.30,43749.33,24176.17,18297.99,45124.65,2926.35,918.42,16.98,3321.64,6587.82,8071.19,1491.46,2401.62,4576.44,168956.33,158381.33,5864.00,8486.00,1711.00,12639.00,1324.00,37903.00,22695.00,19565.00,3033.00,349.00,11742.00,241.00,46284.00,118842.00,43885.00,33220.00,57735.00,5312.00,240.00,13064.00,61107.00,38573.00,14350.00,42260.00,12091.00,321.00,2.00,37.00,342.00,9.00,59.00,15499.00,8830.00,21279.00,16611.00,104,101,103,96,103,102,100,100,95,100,100,79,99,100,100,100,100,92,102,87,100,100,100,95,100,101
05/2020,97.17,291714.56,379.00,19661.00,11923.00,1757.00,2341.00,379.00,56035.00,477.00,72.00,99.00,9510.00,35905.00,83.06,28.67,24.64,42.88,6270.46,10.11,237999.52,189416.07,26335.77,6363.63,15884.05,11248.47,4361.18,29837.72,38722.83,55519.28,3839.23,1023.77,15.20,4960.43,14840.60,28.73,3411.60,737.61,1993.65,207852.73,198764.13,6236.00,8850.00,1399.00,13687.00,1998.00,21281.00,3419.00,25070.00,5210.00,1497.00,16116.00,241.00,48511.00,113627.00,42978.00,32592.00,56188.00,5241.00,240.00,15919.00,57439.00,37737.00,15086.00,28489.00,17613.00,287.00,1.00,68.00,714.00,5.00,18.00,15899.00,11733.00,28685.00,22897.00,103,101,100,98,103,102,100,100,94,100,100,74,99,100,100,100,100,92,102,89,100,100,100,95,100,101
06/2020,97.18,289352.83,1126.00,25559.00,14749.00,4499.00,2163.00,1126.00,71704.00,597.00,114.00,79.00,13857.00,45890.00,86.24,51.46,29.60,46.43,6967.44,7.97,228786.58,178341.15,29769.42,7061.66,13614.35,6107.72,7190.78,28288.89,76597.07,65752.37,6532.81,1142.99,26.11,4378.67,16660.70,53.29,4743.35,696.17,2801.14,198750.46,189892.96,8361.00,11989.00,2083.00,18267.00,2210.00,28422.00,5943.00,31615.00,6926.00,3375.00,21799.00,241.00,44522.00,110671.00,42555.00,31772.00,54795.00,5179.00,240.00,12750.00,55876.00,37376.00,20350.00,37558.00,25174.00,659.00,20.33,11.00,4.00,2.00,231.00,16867.00,20804.00,37245.00,28915.00,104,101,98,100,103,102,100,100,98,100,100,92,100,100,100,100,100,95,102,92,100,100,100,97,100,101
07/2020,98.70,262331.31,1101.00,34482.00,23658.00,5744.00,1393.00,1101.00,89336.00,840.00,208.00,258.00,19890.00,54847.00,163.42,84.90,28.99,60.13,6830.67,15.74,243935.87,112737.83,65839.61,7009.83,58348.60,43778.83,14301.90,26370.13,23884.39,56220.38,5001.11,1239.50,21.36,5923.85,29766.09,11972.77,5780.36,4768.85,6990.23,219815.00,216231.78,7227.00,9668.00,2142.00,14753.00,2587.00,29659.00,7112.00,33071.00,7937.00,3790.00,21821.00,241.00,43364.00,106741.00,42194.00,30853.00,53039.00,5142.00,240.00,12511.00,53702.00,37052.00,16895.00,40183.00,25611.00,2057.00,2.00,1.00,1.00,7.00,201.00,19407.00,18500.00,40835.00,32025.00,104,103,100,100,103,102,101,100,100,100,100,99,100,100,100,100,100,95,102,93,100,100,100,98,100,101
08/2020,99.36,233450.93,1251.00,44813.00,30862.00,7231.00,2177.00,1251.00,117253.00,1335.00,279.00,360.00,24339.00,72153.00,76.02,80.68,53.29,54.93,7442.85,7.97,304158.38,232526.45,46151.74,7526.85,17953.35,5981.81,11511.54,30828.01,131761.22,62210.46,4526.88,1186.17,24.40,5122.36,18340.55,8220.73,5133.52,2070.02,6572.20,264706.42,257584.97,7249.00,10055.00,2794.00,14510.00,2610.00,28425.00,5935.00,31891.00,6791.00,4336.00,23597.00,68.00,42542.00,103595.00,41829.00,30186.00,51534.00,5111.00,67.00,12356.00,52061.00,36718.00,17304.00,37826.00,27933.00,4148.00,44.00,277.00,4.00,12.00,921.00,18611.00,21300.00,47583.00,36338.00,103,104,101,104,103,102,101,100,100,100,100,99,100,99,100,100,100,95,102,93,100,100,100,98,100,101
09/2020,99.65,183796.42,1653.00,54664.00,40012.00,8514.00,1829.00,1653.00,149666.00,1579.00,286.00,577.00,33169.00,94377.00,108.46,83.96,61.28,39.03,7796.83,9.50,294381.12,223230.82,44480.06,7914.79,18755.45,11872.31,6573.03,25048.15,129607.29,62470.79,4787.25,1249.26,48.77,4718.37,17704.81,6674.79,5168.24,2049.30,7448.24,258839.13,225116.12,5156.00,5897.00,1851.00,9202.00,21555.00,357074.00,147556.00,314086.00,83013.00,2746.00,17512.00,68.00,41974.00,102141.00,46493.00,29772.00,51219.00,5310.00,67.00,12202.00,50922.00,41183.00,11053.00,461642.00,20258.00,530.00,33.00,735.00,3.00,23.00,1023.00,15625.00,29209.00,48698.00,33542.00,103,104,101,104,103,102,101,100,100,100,100,99,99,100,100,101,100,95,102,92,100,100,100,98,100,101
10/2020,99.54,157567.36,1884.00,57990.00,43021.00,9106.00,1553.00,1884.00,149159.00,1905.00,374.00,510.00,29929.00,90549.00,91.45,88.53,64.65,81.60,7846.43,10.30,195287.39,107776.78,46428.97,7948.17,33133.47,14334.52,18539.46,23604.72,19478.96,58809.34,4560.80,1205.38,46.94,5661.26,18074.51,6483.66,5296.22,1803.89,8251.65,171744.17,171744.17,4021.00,5431.00,1281.00,8171.00,1237.00,11802.00,2713.00,13711.00,3385.00,2590.00,12476.00,68.00,42131.00,101356.00,54028.00,29892.00,50991.00,5719.00,67.00,12239.00,50365.00,48309.00,9452.00,16424.00,15066.00,889.00,270.00,516.00,20.00,20.00,1253.00,15049.00,22461.00,51654.00,36242.00,103,103,101,106,103,102,101,100,100,100,100,99,99,99,100,101,100,95,102,92,100,100,100,98,100,101
11/2020,99.59,113024.89,1762.00,65740.00,48370.00,10878.00,2454.00,1762.00,172455.00,2085.00,368.00,505.00,30698.00,106111.00,60.85,94.05,53.59,98.33,8115.52,20.10,181768.45,116562.20,47723.70,8196.47,9286.08,4687.22,4157.52,21089.62,28505.15,60738.50,4512.01,1203.86,39.15,5392.96,18189.57,7429.55,4996.99,1743.12,9131.06,161856.39,161856.39,10112.00,12354.00,6780.00,15686.00,1695.00,27395.00,8914.00,24044.00,3868.00,10342.00,28368.00,68.00,42447.00,100995.00,59641.00,29996.00,50797.00,6057.00,67.00,12451.00,50198.00,53584.00,22466.00,32958.00,38710.00,688.00,484.00,462.00,7.00,32.00,1689.00,14117.00,25437.00,53740.00,36877.00,101,103,102,105,103,102,101,100,100,100,100,99,99,100,100,101,100,95,102,93,100,100,100,98,100,101
12/2020,99.55,88449.06,1126.00,53737.00,38768.00,8740.00,2335.00,1126.00,142969.00,1701.00,530.00,250.00,26572.00,88800.00,432.12,114.65,70.87,162.74,8472.69,24.56,215412.82,129416.33,51438.07,8929.36,25629.05,14874.11,8014.19,21812.81,36345.87,63464.08,5905.33,1671.95,50.29,5360.52,19058.35,8022.26,5707.16,1905.65,10452.94,193807.09,193807.09,10051.00,10892.00,4569.00,16374.00,1986.00,26205.00,6795.00,26099.00,4703.00,7077.00,23752.00,68.00,42533.00,100463.00,64166.00,29954.00,50760.00,6274.00,67.00,12579.00,49703.00,57892.00,20943.00,32894.00,30829.00,584.00,813.00,479.00,130.00,36.00,1548.00,16007.00,38130.00,65959.00,50774.00,100,103,101,102,104,101,101,100,100,100,100,99,99,100,100,101,100,97,102,95,100,100,100,99,100,101
01/2021,99.70,88933.54,1425.00,53153.00,39727.00,7737.00,1826.00,1425.00,148118.00,1679.00,337.00,131.00,23352.00,94486.00,210.20,99.14,52.77,99.63,7553.30,15.71,222591.10,133604.90,46741.19,7779.21,34465.81,29877.23,4088.74,38188.81,24993.79,64661.61,4448.89,1257.49,34.05,5064.54,17098.24,8973.68,4957.05,2080.75,7795.51,196589.25,187424.61,6306.00,7850.00,3820.00,10336.00,1592.00,23244.00,4889.00,24286.00,4339.00,4672.00,18215.00,68.00,42379.00,99979.00,66729.00,29841.00,50468.00,6379.00,67.00,12538.00,49511.00,60350.00,14156.00,29175.00,22887.00,664.00,111.00,286.00,52.33,63.00,1068.00,15311.00,16104.00,39104.00,29720.00,99,103,100,98,104,101,101,100,100,100,100,99,99,100,101,101,101,98,102,96,100,100,100,99,100,101
02/2021,99.79,135999.86,1270.00,58282.00,43864.00,8163.00,1979.00,1270.00,155200.00,2002.00,295.00,66.00,22104.00,96486.00,64.03,88.70,55.00,68.59,7712.83,23.73,172056.06,108044.98,41111.55,7800.58,15098.95,5873.07,8195.00,23297.94,19817.18,53891.68,3932.94,1146.07,31.35,4649.01,16500.77,5218.77,4951.57,1595.52,7438.81,146442.90,137068.90,6840.00,8147.00,3474.00,11513.00,1881.00,31209.00,7452.00,31711.00,6073.00,4047.00,19868.00,68.00,42858.00,99517.00,69980.00,30120.00,50341.00,6437.00,67.00,12738.00,49176.00,63543.00,14987.00,39163.00,23915.00,668.00,526.00,24.00,7.00,37.00,1259.00,15305.00,18969.00,39991.00,30677.00,98,103,100,94,106,101,101,100,95,100,100,79,99,99,100,101,100,100,102,99,100,100,100,98,100,101
03/2021,98.88,237713.02,1056.00,56870.00,42990.00,7947.00,2229.00,1056.00,162515.00,2703.00,263.00,159.00,21191.00,105144.00,98.68,102.47,57.27,65.19,9526.85,25.02,216936.53,141834.84,48112.77,9650.54,17338.38,12247.65,4785.41,34234.91,28670.00,72431.64,5049.09,1386.71,41.16,5767.72,19081.49,5998.92,5703.70,1850.37,8938.13,182530.94,172526.94,7550.00,9772.00,2517.00,14805.00,3784.00,62329.00,20314.00,59825.00,14026.00,3220.00,17531.00,68.00,42822.00,99005.00,75338.00,30026.00,50223.00,6590.00,67.00,12796.00,48782.00,68748.00,17322.00,80139.00,20751.00,818.00,512.00,25.00,198.00,39.00,1255.00,18756.00,30183.00,49786.00,31675.00,97,104,99,94,107,101,101,100,95,100,100,79,99,100,100,101,100,101,102,101,100,100,100,98,100,101
04/2021,99.11,286437.74,1059.00,32767.00,20895.00,7777.00,952.00,1059.00,104355.00,1824.00,198.00,143.00,17930.00,71180.00,90.35,111.45,69.44,42.33,8475.53,21.04,242123.97,139299.27,50162.10,8586.92,44075.68,14128.34,29214.00,28258.64,29640.01,75565.62,4552.20,1204.69,27.04,5974.44,19187.06,8737.29,4979.14,2649.37,7913.90,209916.98,200267.58,6045.00,8531.00,2973.00,11603.00,1905.00,25556.00,10309.00,23166.00,6014.00,3271.00,13721.00,68.00,42873.00,97785.00,76434.00,29985.00,50102.00,6683.00,67.00,12888.00,47683.00,69751.00,14576.00,33475.00,16992.00,1182.00,490.00,45.00,102.00,75.00,1038.00,18492.00,16988.00,41144.00,26984.00,97,104,98,99,107,101,101,100,100,100,100,99,99,100,100,101,100,101,102,101,100,100,100,100,100,102
05/2021,100.48,318496.59,474.00,43986.00,32544.00,4508.00,1738.00,474.00,140168.00,2437.00,307.00,213.00,23089.00,95768.00,74.57,85.98,60.21,36.05,8430.37,31.67,257538.01,184982.42,42773.72,8536.61,21245.26,16585.96,4429.38,27003.09,49929.34,63749.60,4132.30,1119.48,28.14,5130.71,15353.45,7682.78,4594.23,2303.60,7098.08,233504.93,225244.37,7588.00,10673.00,3137.00,15124.00,2172.00,34798.00,14614.00,29861.00,7505.00,3043.00,18607.00,68.00,43450.00,96705.00,77308.00,30087.00,49798.00,6720.00,67.00,13363.00,46907.00,70588.00,18261.00,44475.00,21650.00,1127.00,1215.00,49.00,13.00,83.00,1373.00,18235.00,15569.00,40379.00,27394.00,97,103,100,97,107,101,101,100,95,100,100,79,99,100,100,101,100,102,102,103,100,100,100,99,100,102
06/2021,99.55,242829.91,1190.00,49302.00,33786.00,7815.00,2101.00,1190.00,134245.00,2372.00,301.00,243.00,22092.00,84531.00,113.56,76.38,51.20,46.75,8853.51,21.34,339771.69,259599.89,41682.39,8988.41,29501.00,5086.67,24145.28,40790.88,142236.36,70100.43,5169.94,1256.74,39.33,5249.21,16755.57,5591.02,4593.34,2050.59,6721.85,308397.44,298508.12,8208.00,11058.00,2532.00,16734.00,1747.00,31892.00,8144.00,32316.00,6821.00,3719.00,21958.00,68.00,43541.00,96215.00,78080.00,30081.00,49535.00,6713.00,67.00,13460.00,46680.00,71367.00,19266.00,40460.00,25677.00,3005.00,726.00,36.00,344.00,106.00,83.00,18630.00,22538.00,42436.00,29358.00,97,103,101,100,107,101,101,100,95,100,100,79,99,100,101,101,100,103,102,104,100,100,100,99,100,102
07/2021,99.93,222852.57,948.00,45203.00,33812.00,5554.00,1389.00,948.00,123163.00,2160.00,389.00,210.00,19831.00,77649.00,90.26,58.64,34.57,34.43,8252.12,21.39,220209.79,130641.48,40697.44,8363.78,40507.09,22787.46,17453.19,27547.72,27248.06,69721.24,4975.58,1093.82,52.87,5635.79,15636.91,5984.34,4228.04,2122.89,6377.64,188148.05,177232.12,5965.00,8162.00,1915.00,12212.00,2147.00,31597.00,8135.00,32197.00,6588.00,2699.00,18241.00,68.00,43867.00,95881.00,78803.00,30132.00,49083.00,6720.00,67.00,13735.00,46798.00,72083.00,14127.00,40332.00,20940.00,8654.00,446.00,26.00,122.00,124.00,75.00,19427.00,16689.00,35753.00,25121.00,98,103,102,97,107,101,101,100,94,100,100,74,99,100,101,101,101,104,102,106,100,100,100,99,100,102
08/2021,99.81,229800.90,565.00,40796.00,32249.00,2751.00,1841.00,565.00,104144.00,2572.00,169.00,280.00,14849.00,62886.00,93.48,55.97,38.99,51.13,8694.50,16.72,230340.31,167064.53,37680.62,8804.71,16790.45,4709.69,11866.25,25471.66,60363.70,70503.85,4697.83,982.75,39.52,4770.76,14586.32,6421.33,4367.75,1817.47,5172.73,196618.45,186867.56,8868.00,13648.00,2471.00,20045.00,2597.00,48382.00,12745.00,47371.00,9137.00,2099.00,21608.00,68.00,43453.00,95545.00,78903.00,29768.00,48562.00,6700.00,67.00,13685.00,46983.00,72203.00,22516.00,60116.00,23707.00,855.00,291.00,23.00,190.00,39.00,3.00,18182.00,13845.00,28331.00,19388.00,96,102,105,97,107,101,101,100,94,100,100,74,99,100,100,101,100,104,102,106,100,99,100,99,100,102
09/2021,99.63,212184.97,756.00,53621.00,39088.00,8543.00,1523.00,756.00,140038.00,2550.00,365.00,224.00,23732.00,85965.00,73.34,54.83,47.72,39.50,8707.07,29.58,335192.14,256931.01,37053.85,8809.98,32397.30,6970.42,25181.45,23108.20,158153.78,69605.52,4698.70,1243.60,31.93,5542.74,14261.75,4496.31,5227.60,1714.88,5257.64,301227.08,263075.54,5284.00,6925.00,1765.00,10444.00,4729.00,96964.00,6630.00,106394.00,11331.00,3333.00,18745.00,68.00,43475.00,95167.00,79190.00,29479.00,48233.00,6688.00,67.00,13996.00,46934.00,72522.00,12209.00,113024.00,22078.00,921.00,262.00,23.00,177.00,226.00,1.00,19301.00,25255.00,38867.00,27127.00,95,102,105,99,108,101,101,100,100,100,100,98,99,101,101,101,101,105,103,106,100,99,100,102,100,102
10/2021,101.21,211582.29,633.00,55270.00,41450.00,9802.00,609.00,633.00,154038.00,2859.00,359.00,252.00,25568.00,98310.00,80.33,75.24,47.52,78.23,7843.50,12.94,219541.50,120624.36,37142.63,7936.77,53837.74,14330.10,39319.37,23097.92,24565.79,67205.11,4429.50,1272.36,24.53,3547.51,13986.62,4959.56,4700.10,1828.94,7438.51,194245.16,194245.16,4909.00,5953.00,2228.00,8634.00,1252.00,17297.00,4033.00,18824.00,4308.00,1045.00,8557.00,68.00,43595.00,94522.00,79552.00,29440.00,48131.00,6664.00,67.00,14155.00,46391.00,72888.00,10862.00,22857.00,9602.00,1162.00,581.00,11.00,62.00,112.00,2.00,18859.00,19950.00,44512.00,31178.00,93,102,103,108,108,101,101,100,100,100,100,98,99,99,101,101,101,106,103,109,100,99,101,102,100,102
11/2021,101.96,185718.15,2040.00,55572.00,39410.00,8181.00,2663.00,2040.00,165353.00,3399.00,297.00,397.00,25784.00,109290.00,204.26,73.85,48.20,93.95,8875.43,7.91,194591.24,130628.45,46702.07,9087.59,8173.12,3508.54,3988.83,21952.49,30290.02,72456.55,4541.14,1348.63,20.93,4597.36,18693.78,6584.73,5604.81,1895.32,8590.72,164308.37,164308.37,3458.00,4472.00,1590.00,6340.00,2137.00,24817.00,7777.00,24261.00,5084.00,1006.00,11889.00,68.00,43776.00,94068.00,80261.00,29523.00,47744.00,6696.00,67.00,14253.00,46324.00,73565.00,7930.00,32038.00,12895.00,953.00,555.00,35.00,24.00,142.00,335.00,18252.00,23793.00,47923.00,33140.00,94,103,101,109,109,101,101,100,100,100,100,98,99,100,101,101,100,107,103,109,100,99,101,102,100,102
12/2021,102.25,144254.45,1169.00,49868.00,37396.00,6604.00,1167.00,1169.00,154368.00,2718.00,278.00,479.00,27136.00,104137.00,128.95,97.52,68.43,139.08,9141.79,10.44,237489.61,160424.22,50932.21,9281.18,16852.00,9492.07,5224.57,24826.72,45790.25,81891.78,6043.48,1671.17,24.20,5413.09,19792.42,8212.07,5258.37,2051.41,9326.03,200421.88,200421.88,3818.00,5386.00,1835.00,7369.00,1703.00,20563.00,4022.00,23339.00,5095.00,1670.00,12420.00,68.00,43743.00,93967.00,81148.00,29577.00,47665.00,6717.00,67.00,14166.00,46302.00,74431.00,9204.00,27361.00,14090.00,1356.00,366.00,54.00,85.00,143.00,259.00,19193.00,31917.00,59093.00,36505.00,93,104,101,107,110,101,101,100,100,100,100,99,99,100,101,101,101,105,103,107,100,99,101,102,100,102
01/2022,101.86,144256.97,1264.00,44829.00,35013.00,5600.00,1503.00,1264.00,151747.00,2574.00,268.00,362.00,28617.00,106512.00,87.33,98.80,60.64,43.39,8774.28,5.76,241677.31,154637.04,51777.80,8867.37,26395.10,21942.99,4055.39,42688.51,27576.41,78240.21,4598.49,1487.60,43.11,5703.58,21298.17,8947.38,5378.39,2164.06,7520.17,211604.85,201534.81,4607.00,5837.00,2034.00,8410.00,2393.00,25019.00,7557.00,26248.00,6393.00,1711.00,13270.00,68.00,43504.00,94051.00,81971.00,29437.00,47569.00,6811.00,67.00,14067.00,46482.00,75160.00,10444.00,33825.00,14981.00,1425.00,660.00,70.00,198.00,98.00,155.00,17225.00,23365.00,46090.00,30201.00,93,114,103,96,111,102,102,100,101,100,100,102,99,100,101,102,101,107,103,110,100,99,102,103,100,103
02/2022,103.01,169145.50,1150.00,41494.00,32170.00,4896.00,1582.00,1150.00,155660.00,2765.00,328.00,309.00,29281.00,113762.00,123.17,115.68,71.67,39.07,7962.06,6.77,201809.91,135690.89,44497.25,8092.00,13529.77,7065.26,5421.23,30178.18,23429.16,72734.03,4248.29,1349.57,37.95,5312.19,17813.59,6950.15,5019.69,1826.81,6848.19,167623.25,157365.77,5383.00,7425.00,2737.00,10071.00,2224.00,33796.00,10543.00,33099.00,7622.00,3104.00,20664.00,68.00,43885.00,94675.00,83047.00,29716.00,47747.00,6923.00,67.00,14169.00,46928.00,76124.00,12808.00,43652.00,23768.00,1660.00,212.00,33.00,526.00,94.00,2486.00,15804.00,22590.00,51899.00,35722.00,94,112,104,95,115,102,107,100,101,100,100,102,99,101,101,102,101,109,103,113,100,99,102,104,100,107
03/2022,104.10,256077.46,1554.00,48868.00,36795.00,6004.00,2771.00,1554.00,172671.00,2886.00,219.00,318.00,30504.00,123340.00,137.94,123.66,81.47,39.93,9613.56,23.90,219428.46,150696.33,45399.71,9775.39,13557.02,4700.56,8363.04,39189.41,27540.61,77900.52,4421.77,1478.07,74.36,5784.62,13831.71,7878.12,5794.58,1981.10,9353.19,182691.43,170788.69,4826.00,5459.00,2190.00,8095.00,3001.00,42303.00,8213.00,48324.00,11233.00,5621.00,20280.00,68.00,43898.00,95432.00,84079.00,29693.00,48104.00,7019.00,67.00,14205.00,47328.00,77060.00,10285.00,56537.00,25901.00,1695.00,831.00,1447.00,220.00,135.00,2755.00,20596.00,29771.00,57474.00,40593.00,93,109,105,97,115,103,107,100,101,100,100,102,100,101,101,102,101,112,103,118,100,99,102,105,100,108
04/2022,104.79,257178.13,1289.00,36180.00,24770.00,5214.00,3675.00,1289.00,117786.00,2162.00,304.00,212.00,21770.00,81270.00,79.66,98.63,64.00,33.05,8604.32,1.24,247311.95,152697.95,44166.39,8685.22,41762.39,15398.89,25667.42,38785.27,26715.95,80535.50,5225.42,1355.09,48.98,5026.48,13911.31,9582.28,4639.70,2460.12,7819.36,206151.72,194274.35,4134.00,5375.00,1732.00,7777.00,1914.00,26090.00,6692.00,26321.00,5009.00,3468.00,19006.00,68.00,44072.00,95551.00,84934.00,29702.00,48343.00,7135.00,67.00,14370.00,47208.00,77799.00,9509.00,33013.00,22474.00,1975.00,266.00,1153.00,116.00,218.00,2276.00,18472.00,20492.00,42935.00,29070.00,93,111,108,100,117,103,107,100,101,100,100,102,99,102,101,102,101,112,104,117,100,99,102,105,100,108
